CC_Category,account,account_mask,amount,card_mapped,category,date,excluded,name,note,override_applied,override_card,override_rate,override_reason,parent_category,recurring,status,tags,type,used_rate,effective_card,points_earned,best_cards,best_rate,optimal_points,missed_points,used_best_card
Other,Chase Sapphire,6143.0,42.0,Chase Sapphire Preferred,Gym,2023-05-08,False,Ymca,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,42.0,Chase Freedom Unlimited,1.5,63.0,21.0,False
Other,Chase Sapphire,6143.0,135.0,Chase Sapphire Preferred,Gym,2023-05-08,False,Openbox Athletics,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,135.0,Chase Freedom Unlimited,1.5,202.5,67.5,False
Groceries,Chase Sapphire,6143.0,16.29,Chase Sapphire Preferred,Groceries,2023-05-08,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,16.29,Chase Freedom Unlimited,1.5,24.44,8.150000000000002,False
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2023-05-07,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Dining,Chase Sapphire,6143.0,3.0,Chase Sapphire Preferred,Restaurants & Bars,2023-05-07,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,9.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,9.0,0.0,True
Dining,Chase Sapphire,6143.0,7.44,Chase Sapphire Preferred,Restaurants & Bars,2023-05-07,False,Scranton Denaples Fc,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,22.32,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,22.32,0.0,True
Dining,Chase Sapphire,6143.0,7.63,Chase Sapphire Preferred,Restaurants & Bars,2023-05-07,False,Commonwealth Coffeeh,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,22.89,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,22.89,0.0,True
Dining,Chase Sapphire,6143.0,8.3,Chase Sapphire Preferred,Restaurants & Bars,2023-05-07,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,24.9,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,24.9,0.0,True
Gas,Chase Sapphire,6143.0,31.1,Chase Sapphire Preferred,Car/Gas,2023-05-07,False,Turkey Hill,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,31.1,Citi AAdvantage Platinum Select,2.0,62.2,31.1,False
Groceries,Chase Sapphire,6143.0,50.65,Chase Sapphire Preferred,Groceries,2023-05-07,False,Springfield Market,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.65,Chase Freedom Unlimited,1.5,75.97,25.32,False
Dining,Chase Sapphire,6143.0,79.32,Chase Sapphire Preferred,Restaurants & Bars,2023-05-07,False,Bar Pazzo,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,237.96,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,237.96,0.0,True
Dining,Chase Sapphire,6143.0,11.65,Chase Sapphire Preferred,Restaurants & Bars,2023-05-05,False,Scranton Denaples Fc,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,34.95,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,34.95,0.0,True
Streaming,Chase Sapphire,6143.0,16.42,Chase Sapphire Preferred,Subscriptions,2023-05-05,False,Netflix,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Netflix,posted,,regular,3.0,Chase Sapphire Preferred,49.26,Chase Sapphire Preferred,3.0,49.26,0.0,True
Streaming,Chase Sapphire,6143.0,1.19,Chase Sapphire Preferred,Subscriptions,2023-05-04,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,3.57,Chase Sapphire Preferred,3.0,3.57,0.0,True
Groceries,Chase Sapphire,6143.0,37.26,Chase Sapphire Preferred,Groceries,2023-05-02,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,37.26,Chase Freedom Unlimited,1.5,55.89,18.630000000000003,False
Streaming,Chase Sapphire,6143.0,51.83,Chase Sapphire Preferred,Subscriptions,2023-05-01,False,Google Google_youtube,,False,,,,Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,155.49,Chase Sapphire Preferred,3.0,155.49,0.0,True
Dining,Chase Sapphire,6143.0,14.83,Chase Sapphire Preferred,Restaurants & Bars,2023-04-30,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,44.49,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,44.49,0.0,True
Other,Chase Sapphire,6143.0,72.0,Chase Sapphire Preferred,Recreation,2023-04-30,False,Fsp*springfield Country C,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,72.0,Chase Freedom Unlimited,1.5,108.0,36.0,False
Other,Chase Sapphire,6143.0,41.75,Chase Sapphire Preferred,Personal Care,2023-04-28,False,Barber On 24th,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,41.75,Chase Freedom Unlimited,1.5,62.62,20.869999999999997,False
Dining,Chase Sapphire,6143.0,20.29,Chase Sapphire Preferred,Restaurants & Bars,2023-04-24,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,60.87,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,60.87,0.0,True
Dining,Chase Sapphire,6143.0,7.5,Chase Sapphire Preferred,Restaurants & Bars,2023-04-24,False,Rebel Hill Brewing Co,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,22.5,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,22.5,0.0,True
Gas,Chase Sapphire,6143.0,39.98,Chase Sapphire Preferred,Car/Gas,2023-04-24,False,Wawa,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,39.98,Citi AAdvantage Platinum Select,2.0,79.96,39.98,False
Dining,Chase Sapphire,6143.0,8.75,Chase Sapphire Preferred,Restaurants & Bars,2023-04-23,False,Bok Bar,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,26.25,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,26.25,0.0,True
Transit,Chase Sapphire,6143.0,7.02,Chase Sapphire Preferred,Restaurants & Bars,2023-04-23,False,Uber Eats,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,7.02,Citi AAdvantage Platinum Select,2.0,14.04,7.02,False
Groceries,Chase Sapphire,6143.0,108.24,Chase Sapphire Preferred,Groceries,2023-04-23,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,108.24,Chase Freedom Unlimited,1.5,162.36,54.12000000000002,False
Dining,Chase Sapphire,6143.0,19.44,Chase Sapphire Preferred,Restaurants & Bars,2023-04-23,False,Sit Stay Coffee,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,58.32,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,58.32,0.0,True
Groceries,Chase Sapphire,6143.0,35.39,Chase Sapphire Preferred,Groceries,2023-04-23,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,35.39,Chase Freedom Unlimited,1.5,53.08,17.689999999999998,False
Other,Chase Sapphire,6143.0,2.68,Chase Sapphire Preferred,Shops,2023-04-20,False,Iovine Brothers Pro,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,2.68,Chase Freedom Unlimited,1.5,4.02,1.3399999999999994,False
Gas,Chase Sapphire,6143.0,199.97,Chase Sapphire Preferred,Car/Gas,2023-04-20,False,Aaa Mid-atlantic Phil,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,199.97,Citi AAdvantage Platinum Select,2.0,399.94,199.97,False
Gas,Chase Sapphire,6143.0,5.18,Chase Sapphire Preferred,Car/Gas,2023-04-17,False,Wawa Store,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,5.18,Citi AAdvantage Platinum Select,2.0,10.36,5.18,False
Dining,Chase Sapphire,6143.0,9.8,Chase Sapphire Preferred,Restaurants & Bars,2023-04-16,False,Independence Beer,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,29.4,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,29.4,0.0,True
Transit,Chase Sapphire,6143.0,12.97,Chase Sapphire Preferred,Ubers/Septa,2023-04-16,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,12.97,Citi AAdvantage Platinum Select,2.0,25.94,12.97,False
Dining,Chase Sapphire,6143.0,7.7,Chase Sapphire Preferred,Restaurants & Bars,2023-04-16,False,Independence Beer,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,23.1,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,23.1,0.0,True
Other,Chase Sapphire,6143.0,3.02,Chase Sapphire Preferred,Shops,2023-04-16,False,Amazon,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,3.02,Chase Freedom Unlimited,1.5,4.53,1.5100000000000002,False
Dining,Chase Sapphire,6143.0,33.33,Chase Sapphire Preferred,Restaurants & Bars,2023-04-16,False,Phs Pop Up Garden So,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,99.99,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,99.99,0.0,True
Streaming,Chase Sapphire,6143.0,7.37,Chase Sapphire Preferred,Subscriptions,2023-04-16,False,Xsolla Esea,,False,,,,Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,22.11,Chase Sapphire Preferred,3.0,22.11,0.0,True
Other,Chase Sapphire,6143.0,90.99,Chase Sapphire Preferred,Health Care,2023-04-16,False,1800contact,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,90.99,Chase Freedom Unlimited,1.5,136.48,45.489999999999995,False
Dining,Chase Sapphire,6143.0,13.99,Chase Sapphire Preferred,Restaurants & Bars,2023-04-14,False,Sweetgreen Tnw,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,41.97,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,41.97,0.0,True
Dining,Chase Sapphire,6143.0,11.05,Chase Sapphire Preferred,Restaurants & Bars,2023-04-13,False,Scranton Denaples Fc,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,33.15,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,33.15,0.0,True
Groceries,Chase Sapphire,6143.0,6.58,Chase Sapphire Preferred,Groceries,2023-04-13,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,6.58,Chase Freedom Unlimited,1.5,9.87,3.289999999999999,False
Dining,Chase Sapphire,6143.0,18.99,Chase Sapphire Preferred,Restaurants & Bars,2023-04-13,False,Dd Doordash Shakeshac,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,56.97,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,56.97,0.0,True
Gas,Chase Sapphire,6143.0,34.35,Chase Sapphire Preferred,Car/Gas,2023-04-12,False,Turkey Hill,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,34.35,Citi AAdvantage Platinum Select,2.0,68.7,34.35,False
Groceries,Chase Sapphire,6143.0,17.1,Chase Sapphire Preferred,Groceries,2023-04-10,False,Wegmans,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,17.1,Chase Freedom Unlimited,1.5,25.65,8.549999999999997,False
Dining,Chase Sapphire,6143.0,52.0,Chase Sapphire Preferred,Restaurants & Bars,2023-04-09,False,The Brickyard Endwell,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,156.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,156.0,0.0,True
Dining,Chase Sapphire,6143.0,10.6,Chase Sapphire Preferred,Restaurants & Bars,2023-04-09,False,The Mulberry Bush,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,31.8,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,31.8,0.0,True
Dining,Chase Sapphire,6143.0,21.66,Chase Sapphire Preferred,Restaurants & Bars,2023-04-09,False,Northern Light Espre,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,64.98,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,64.98,0.0,True
Gas,Chase Sapphire,6143.0,41.06,Chase Sapphire Preferred,Car/Gas,2023-04-09,False,Sunoco,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,41.06,Citi AAdvantage Platinum Select,2.0,82.12,41.06,False
Other,Chase Sapphire,6143.0,135.0,Chase Sapphire Preferred,Gym,2023-04-09,False,Openbox Athletics,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,135.0,Chase Freedom Unlimited,1.5,202.5,67.5,False
Other,Chase Sapphire,6143.0,42.0,Chase Sapphire Preferred,Gym,2023-04-07,False,Ymca,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,42.0,Chase Freedom Unlimited,1.5,63.0,21.0,False
Dining,Chase Sapphire,6143.0,4.0,Chase Sapphire Preferred,Restaurants & Bars,2023-04-07,False,J?aime French Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,12.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,12.0,0.0,True
Streaming,Chase Sapphire,6143.0,16.42,Chase Sapphire Preferred,Subscriptions,2023-04-05,False,Netflix,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Netflix,posted,,regular,3.0,Chase Sapphire Preferred,49.26,Chase Sapphire Preferred,3.0,49.26,0.0,True
Streaming,Chase Sapphire,6143.0,10.55,Chase Sapphire Preferred,Subscriptions,2023-04-04,False,Xsolla Esea,,False,,,,Standard of Living,,posted,,regular,3.0,Chase Sapphire Preferred,31.65,Chase Sapphire Preferred,3.0,31.65,0.0,True
Dining,Chase Sapphire,6143.0,14.4,Chase Sapphire Preferred,Restaurants & Bars,2023-04-03,False,Gopuff,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,43.2,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,43.2,0.0,True
Dining,Chase Sapphire,6143.0,10.0,Chase Sapphire Preferred,Restaurants & Bars,2023-04-03,False,Unionfou,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,30.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,30.0,0.0,True
Gas,Chase Sapphire,6143.0,13.0,Chase Sapphire Preferred,Car/Gas,2023-04-03,False,Subaru Park,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,13.0,Citi AAdvantage Platinum Select,2.0,26.0,13.0,False
Dining,Chase Sapphire,6143.0,23.52,Chase Sapphire Preferred,Restaurants & Bars,2023-04-02,False,Dream Baby,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,70.56,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,70.56,0.0,True
Dining,Chase Sapphire,6143.0,11.83,Chase Sapphire Preferred,Restaurants & Bars,2023-04-02,False,Chois Beer Shop,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,35.49,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,35.49,0.0,True
Dining,Chase Sapphire,6143.0,17.63,Chase Sapphire Preferred,Restaurants & Bars,2023-04-02,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,52.89,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,52.89,0.0,True
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2023-04-02,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Gas,Chase Sapphire,6143.0,30.0,Chase Sapphire Preferred,Car/Gas,2023-04-02,False,Lot G,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,30.0,Citi AAdvantage Platinum Select,2.0,60.0,30.0,False
Other,Chase Sapphire,6143.0,48.34,Chase Sapphire Preferred,Personal Care,2023-04-02,False,Target,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,48.34,Chase Freedom Unlimited,1.5,72.51,24.17,False
Dining,Chase Sapphire,6143.0,9.0,Chase Sapphire Preferred,Restaurants & Bars,2023-03-31,False,Topgolf Edison,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,27.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,27.0,0.0,True
Dining,Chase Sapphire,6143.0,4.38,Chase Sapphire Preferred,Restaurants & Bars,2023-03-30,False,Merck-rahway Ritazza,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,13.14,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,13.14,0.0,True
Dining,Chase Sapphire,6143.0,21.0,Chase Sapphire Preferred,Restaurants & Bars,2023-03-30,False,The Long Room,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,63.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,63.0,0.0,True
Dining,Chase Sapphire,6143.0,1.14,Chase Sapphire Preferred,Restaurants & Bars,2023-03-28,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,3.42,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,3.42,0.0,True
Transit,Chase Sapphire,6143.0,14.93,Chase Sapphire Preferred,Ubers/Septa,2023-03-27,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,14.93,Citi AAdvantage Platinum Select,2.0,29.86,14.93,False
Dining,Chase Sapphire,6143.0,11.87,Chase Sapphire Preferred,Restaurants & Bars,2023-03-27,False,Starbucks,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,35.61,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,35.61,0.0,True
Transit,Chase Sapphire,6143.0,9.98,Chase Sapphire Preferred,Ubers/Septa,2023-03-27,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,9.98,Citi AAdvantage Platinum Select,2.0,19.96,9.98,False
Dining,Chase Sapphire,6143.0,10.19,Chase Sapphire Preferred,Restaurants & Bars,2023-03-26,False,Pick A Bagel,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,30.57,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,30.57,0.0,True
Other,Chase Sapphire,6143.0,405.32,Chase Sapphire Preferred,Shops,2023-03-26,False,Steam Games,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,405.32,Chase Freedom Unlimited,1.5,607.98,202.66000000000003,False
Transit,Chase Sapphire,6143.0,2.75,Chase Sapphire Preferred,Ubers/Septa,2023-03-26,False,Nyct Paygo,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,2.75,Chase Freedom Unlimited,1.5,4.12,1.37,False
Transit,Chase Sapphire,6143.0,2.75,Chase Sapphire Preferred,Ubers/Septa,2023-03-26,False,Nyct Paygo,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,2.75,Chase Freedom Unlimited,1.5,4.12,1.37,False
Dining,Chase Sapphire,6143.0,7.51,Chase Sapphire Preferred,Restaurants & Bars,2023-03-26,False,Eataly Ny Catapult,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,22.53,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,22.53,0.0,True
Dining,Chase Sapphire,6143.0,17.29,Chase Sapphire Preferred,Restaurants & Bars,2023-03-26,False,Shake Shack,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,51.87,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,51.87,0.0,True
Other,Chase Sapphire,6143.0,18.32,Chase Sapphire Preferred,Shops,2023-03-24,False,Steam Games,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,18.32,Chase Freedom Unlimited,1.5,27.48,9.16,False
Dining,Chase Sapphire,6143.0,39.29,Chase Sapphire Preferred,Restaurants & Bars,2023-03-24,False,Lw-gamerpay,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,117.87,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,117.87,0.0,True
