date,name,amount,status,category,parent category,excluded,tags,type,account,account mask,note,recurring,merchant,card_used,best_card,best_rate,points_earned,optimal_used,optimal_points,missed_points
2024-04-12,Dsw Towne Place At Garden,58.99,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dsw Towne Place At Garden,Chase Sapphire,Freedom Unlimited,1.5,58.99,False,88.48,29.49
2024-04-11,Merck Wp 53 Cafe,4.12,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,12.36,True,12.36,0.0
2024-04-11,Merck Wp 37 Cart,1.2,posted,,,True,,internal transfer,Chase Sapphire,6143.0,,,Merck Wp 37 Cart,Chase Sapphire,Unmatched,1.0,1.2,False,1.2,0.0
2024-04-10,Merck Wp 53 Cafe,1.44,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,4.32,True,4.32,0.0
2024-04-10,Merck Wp 53 Cafe,8.4,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,25.2,True,25.2,0.0
2024-04-10,Marathon,41.5,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Marathon,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,41.5,False,83.0,41.5
2024-04-09,Amazon,2.47,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Amazon,Chase Sapphire,Freedom Unlimited,1.5,2.47,False,3.7,1.23
2024-04-09,Van Leeuwen Ice Cream,6.97,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Van Leeuwen Ice Cream,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,20.91,True,20.91,0.0
2024-04-09,Amazon.com*o51417z33,10.06,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Amazon.com*o51417z33,Chase Sapphire,Freedom Unlimited,1.5,10.06,False,15.09,5.03
2024-04-09,Schmear It - 12th St,5.35,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Schmear It - 12th St,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.05,True,16.05,0.0
2024-04-09,Olo 118 Honeygrow,12.02,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Olo 118 Honeygrow,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,36.06,True,36.06,0.0
2024-04-07,Trader Joe's,58.73,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Trader Joe's,Chase Sapphire,Freedom Unlimited,1.5,58.73,False,88.1,29.37
2024-04-06,Chois Beer Shop,15.13,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Chois Beer Shop,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,45.39,True,45.39,0.0
2024-04-06,Uniqlo Usa Llc,89.7,posted,Clothing,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uniqlo Usa Llc,Chase Sapphire,Freedom Unlimited,1.5,89.7,False,134.55,44.85
2024-04-06,Br Factory Us,133.4,posted,Clothing,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Br Factory Us,Chase Sapphire,Freedom Unlimited,1.5,133.4,False,200.1,66.7
2024-04-05,Ymca,43.0,posted,Gym,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Ymca,Ymca,Chase Sapphire,Freedom Unlimited,1.5,43.0,False,64.5,21.5
2024-04-05,Amazon,40.26,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Amazon,Chase Sapphire,Freedom Unlimited,1.5,40.26,False,60.39,20.13
2024-04-04,Netflix,16.42,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Netflix,Netflix,Chase Sapphire,Freedom Unlimited,1.5,16.42,False,24.63,8.21
2024-04-03,Merck Wp 53 Cafe,6.09,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,18.27,True,18.27,0.0
2024-04-03,Merck Wp 53 Cafe,1.87,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,5.61,True,5.61,0.0
2024-04-03,Dd Doordash Shakeshac,12.79,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dd Doordash Shakeshac,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,38.37,True,38.37,0.0
2024-04-01,Refrag Llc Refrag,7.56,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Refrag Llc Refrag,Chase Sapphire,Freedom Unlimited,1.5,7.56,False,11.34,3.78
2024-04-01,Target,40.51,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,40.51,False,60.76,20.25
2024-03-30,B And T Adventures Co,6.0,posted,Recreation,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,B And T Adventures Co,Chase Sapphire,Freedom Unlimited,1.5,6.0,False,9.0,3.0
2024-03-30,Rowhome Coffee,16.2,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Rowhome Coffee,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,48.6,True,48.6,0.0
2024-03-30,Sunoco,25.18,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Sunoco,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,25.18,False,50.36,25.18
2024-03-30,Pjw - Downingtown,26.31,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Pjw - Downingtown,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,78.93,True,78.93,0.0
2024-03-29,Google Google_youtube,77.37,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Google Google_youtube,Chase Sapphire,Freedom Unlimited,1.5,77.37,False,116.06,38.69
2024-03-29,19 Degrees Cafe,17.6,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,19 Degrees Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,52.8,True,52.8,0.0
2024-03-28,Schmear It - 12th St,5.35,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Schmear It - 12th St,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.05,True,16.05,0.0
2024-03-27,Merck Wp 53 Cafe,8.4,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,25.2,True,25.2,0.0
2024-03-27,Merck Wp 53 Cafe,4.25,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,12.75,True,12.75,0.0
2024-03-24,Target,14.35,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Target,Chase Sapphire,Freedom Unlimited,1.5,14.35,False,21.52,7.17
2024-03-23,Chick-fil-a,12.43,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Chick-fil-a,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,37.29,True,37.29,0.0
2024-03-23,Maxx Fitness Clubzzexton,10.0,posted,Gym,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Maxx Fitness Clubzzexton,Chase Sapphire,Freedom Unlimited,1.5,10.0,False,15.0,5.0
2024-03-21,Amazon,8.47,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Amazon,Chase Sapphire,Freedom Unlimited,1.5,8.47,False,12.71,4.24
2024-03-20,Uber,27.96,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,55.92,True,55.92,0.0
2024-03-20,Payment Thank You-mobile,-2106.12,posted,,,True,,internal transfer,Chase Sapphire,6143.0,,,Payment Thank You-mobile,Chase Sapphire,Unmatched,1.0,-2106.12,False,-2106.12,0.0
2024-03-20,American Airlines,75.58,posted,Travel & Vacation,,True,,regular,Chase Sapphire,6143.0,,,American Airlines,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,151.16,True,151.16,0.0
2024-03-20,Lothian Buses Limited,5.09,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Lothian Buses Limited,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,10.18,True,10.18,0.0
2024-03-20,400136 Marche-6085 Zh Pop,6.66,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,400136 Marche-6085 Zh Pop,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,19.98,True,19.98,0.0
2024-03-20,Trader Joe's,95.79,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Trader Joe's,Chase Sapphire,Freedom Unlimited,1.5,95.79,False,143.68,47.89
2024-03-20,Starbucks,15.79,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,47.37,True,47.37,0.0
2024-03-19,Ms* Alpinegarden-caps,10.15,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ms* Alpinegarden-caps,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,30.45,True,30.45,0.0
2024-03-19,Edinburgh Trams Limited,9.56,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Edinburgh Trams Limited,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,19.12,True,19.12,0.0
2024-03-19,Wh Smith Heathrow,5.6,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Wh Smith Heathrow,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.8,True,16.8,0.0
2024-03-19,Apple.com-bill,2.99,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Apple Storage,Apple.com-bill,Chase Sapphire,Chase Sapphire,3.0,8.97,True,8.97,0.0
2024-03-19,Tesco Stores,8.54,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tesco Stores,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,25.62,True,25.62,0.0
2024-03-19,Crown Rivers,11.67,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Crown Rivers,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,35.01,True,35.01,0.0
2024-03-19,Ls Libby Torrie Desig,9.56,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ls Libby Torrie Desig,Chase Sapphire,Freedom Unlimited,1.5,9.56,False,14.34,4.78
2024-03-18,Nandos.co.uk,18.44,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Nandos.co.uk,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,55.32,True,55.32,0.0
2024-03-18,Ante Coffee,10.34,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ante Coffee,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,31.02,True,31.02,0.0
2024-03-18,Ben's Cookies,5.62,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ben's Cookies,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.86,True,16.86,0.0
2024-03-18,Hanover Tap,20.99,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Hanover Tap,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,62.97,True,62.97,0.0
2024-03-17,Softcore Desserts,9.57,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Softcore Desserts,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,28.71,True,28.71,0.0
2024-03-17,Auld Hundred,23.29,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Auld Hundred,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,69.87,True,69.87,0.0
2024-03-17,Auld Hundred,20.36,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Auld Hundred,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,61.08,True,61.08,0.0
2024-03-16,Starbucks,5.3,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,15.9,True,15.9,0.0
2024-03-16,Steam Games,10.56,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Steam Games,Chase Sapphire,Freedom Unlimited,1.5,10.56,False,15.84,5.28
2024-03-16,The Pear Tree,7.02,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,The Pear Tree,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,21.06,True,21.06,0.0
2024-03-16,Uber,16.48,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,32.96,True,32.96,0.0
2024-03-16,The Pear Tree,7.02,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,The Pear Tree,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,21.06,True,21.06,0.0
2024-03-16,Nile Valley,6.32,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Nile Valley,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,18.96,True,18.96,0.0
2024-03-16,Finnegans Wake,17.99,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Finnegans Wake,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,53.97,True,53.97,0.0
2024-03-16,Bagel Factory,4.96,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Bagel Factory,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,14.88,True,14.88,0.0
2024-03-16,The Pear Tree,7.66,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,The Pear Tree,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,22.98,True,22.98,0.0
2024-03-15,"Phoenix, Chelsea",27.7,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,"Phoenix, Chelsea",Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,83.1,True,83.1,0.0
2024-03-15,"Phoenix, Chelsea",27.7,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,"Phoenix, Chelsea",Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,83.1,True,83.1,0.0
2024-03-15,Tfl Travel Ch,10.9,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tfl Travel Ch,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,21.8,True,21.8,0.0
2024-03-15,Tfl Travel Ch,13.72,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tfl Travel Ch,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,27.44,True,27.44,0.0
2024-03-14,Mercato Metropolitano,12.69,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Mercato Metropolitano,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,38.07,True,38.07,0.0
2024-03-14,Mercato Metropolitano,4.74,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Mercato Metropolitano,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,14.22,True,14.22,0.0
2024-03-14,Pret A Manger,2.56,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Pret A Manger,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,7.68,True,7.68,0.0
2024-03-14,Pret A Manger,4.93,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Pret A Manger,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,14.79,True,14.79,0.0
2024-03-14,Bagel Factory,4.99,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Bagel Factory,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,14.97,True,14.97,0.0
2024-03-14,Delaware North London,33.32,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Delaware North London,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,99.96,True,99.96,0.0
2024-03-14,Mercato Metropolitano,6.15,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Mercato Metropolitano,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,18.45,True,18.45,0.0
2024-03-13,Joe The Juice Uk Ltd,10.27,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Joe The Juice Uk Ltd,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,30.81,True,30.81,0.0
2024-03-13,Sumup *bagel Buzz Ltd,3.21,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Sumup *bagel Buzz Ltd,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,9.63,True,9.63,0.0
2024-03-13,Zettle_*turnips Distribut,4.49,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Zettle_*turnips Distribut,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,13.47,True,13.47,0.0
2024-03-13,Zettle_*bath Soft Chee,11.56,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Zettle_*bath Soft Chee,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,34.68,True,34.68,0.0
2024-03-13,Shakespeares Globe,33.39,posted,Travel & Vacation,,True,,regular,Chase Sapphire,6143.0,,,Shakespeares Globe,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,66.78,True,66.78,0.0
2024-03-13,Tfl Travel Ch,5.7,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tfl Travel Ch,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,11.4,True,11.4,0.0
2024-03-13,Cwr Admission,41.09,posted,Travel & Vacation,,True,,regular,Chase Sapphire,6143.0,,,Cwr Admission,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,82.18,True,82.18,0.0
2024-03-12,Amazon.com*r68611u30,75.9,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Amazon.com*r68611u30,Chase Sapphire,Freedom Unlimited,1.5,75.9,False,113.85,37.95
2024-03-12,Pantheon,14.24,posted,Travel & Vacation,,True,,regular,Chase Sapphire,6143.0,,,Pantheon,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,28.48,True,28.48,0.0
2024-03-12,Uber,13.21,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,26.42,True,26.42,0.0
2024-03-12,Tfl Travel Ch,2.25,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tfl Travel Ch,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,4.5,True,4.5,0.0
2024-03-12,The Munch,24.45,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,The Munch,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,73.35,True,73.35,0.0
2024-03-12,Cgf17310swc1,2.46,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Cgf17310swc1,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,7.38,True,7.38,0.0
2024-03-12,Tier Mobility Se,10.28,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tier Mobility Se,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,20.56,True,20.56,0.0
2024-03-11,Capi,19.77,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Capi,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,59.31,True,59.31,0.0
2024-03-11,Ratp,2.35,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ratp,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,4.7,True,4.7,0.0
2024-03-11,Aux Ptt,9.99,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Aux Ptt,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,29.97,True,29.97,0.0
2024-03-11,Ratp,4.72,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ratp,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,9.44,True,9.44,0.0
2024-03-11,Vapiano Champs Elysees,23.06,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Vapiano Champs Elysees,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,69.18,True,69.18,0.0
2024-03-11,Safia Souvenirs,3.84,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Safia Souvenirs,Chase Sapphire,Freedom Unlimited,1.5,3.84,False,5.76,1.92
2024-03-11,French Bastards,11.97,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,French Bastards,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,35.91,True,35.91,0.0
2024-03-11,Uber,13.78,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,27.56,True,27.56,0.0
2024-03-10,Sc-pub St Germ,30.75,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Sc-pub St Germ,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,92.25,True,92.25,0.0
2024-03-10,Sc-o'sullivans,11.75,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Sc-o'sullivans,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,35.25,True,35.25,0.0
2024-03-10,Sunday*la Felicita,11.85,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Sunday*la Felicita,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,35.55,True,35.55,0.0
2024-03-10,Upper Cafe,14.28,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Upper Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,42.84,True,42.84,0.0
2024-03-10,Atelier De Rome,22.52,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Atelier De Rome,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,67.56,True,67.56,0.0
2024-03-10,Uber,13.28,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,26.56,True,26.56,0.0
2024-03-10,Ratp,7.08,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Ratp,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,14.16,True,14.16,0.0
2024-03-10,La Felicita,8.24,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,La Felicita,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,24.72,True,24.72,0.0
2024-03-10,Musiam16240paul4,5.71,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Musiam16240paul4,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,17.13,True,17.13,0.0
