date,name,amount,status,category,parent category,excluded,tags,type,account,account mask,note,recurring,merchant,card_used,best_card,best_rate,points_earned,optimal_used,optimal_points,missed_points
2025-10-20,Merck Wp 53 Cafe,5.8,pending,Restaurants & Bars,Guilt Free Spending,False,,regular,Freedom Unlimited,1093.0,,,Merck Wp 53 Cafe,Freedom Unlimited,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,17.4,True,17.4,0.0
2025-10-20,Payment Thank You-mobile,-714.46,posted,,,True,,internal transfer,Chase Sapphire,6143.0,,,Payment Thank You-mobile,Chase Sapphire,Unmatched,1.0,-714.46,False,-714.46,0.0
2025-10-20,Marathon,35.02,posted,Car/Gas,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Marathon,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,70.04,True,70.04,0.0
2025-10-19,Whole Foods,24.54,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Whole Foods,Freedom Unlimited,Freedom Unlimited,1.5,36.81,True,36.81,0.0
2025-10-19,Apple.com-bill,2.99,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Apple Storage,Apple.com-bill,Chase Sapphire,Chase Sapphire,3.0,8.97,True,8.97,0.0
2025-10-18,Four Seasons Sky High,66.1,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Four Seasons Sky High,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,198.3,True,198.3,0.0
2025-10-18,Wine And Spirits,21.59,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Wine And Spirits,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,64.77,True,64.77,0.0
2025-10-18,Vibrant Coffee Roa,5.4,pending,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Vibrant Coffee Roa,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.2,True,16.2,0.0
2025-10-18,Osteria Ama Philly,79.88,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Osteria Ama Philly,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,239.64,True,239.64,0.0
2025-10-18,Isgro Pastries,15.45,pending,Gifts,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Isgro Pastries,Chase Sapphire,Unmatched,1.0,15.45,False,15.45,0.0
2025-10-17,Openai *chatgpt Subscr,21.2,posted,Subscriptions,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Openai *chatgpt Subscr,Freedom Unlimited,Freedom Unlimited,1.5,31.8,True,31.8,0.0
2025-10-17,Whole Foods,27.98,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Whole Foods,Freedom Unlimited,Freedom Unlimited,1.5,41.97,True,41.97,0.0
2025-10-17,Paulie Gee's Soul,4.75,pending,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Paulie Gee's Soul,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,14.25,True,14.25,0.0
2025-10-17,Cvs,36.2,posted,Gifts,Guilt Free Spending,False,,regular,Freedom Flex,2429.0,,,Cvs,Freedom Flex,Unmatched,1.0,36.2,False,36.2,0.0
2025-10-16,"1-800-flowers.com,inc",101.27,posted,Gifts,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,"1-800-flowers.com,inc",Chase Sapphire,Unmatched,1.0,101.27,False,101.27,0.0
2025-10-15,Steam Games,71.78,posted,Shops,Guilt Free Spending,False,,regular,Freedom Unlimited,1093.0,,,Steam Games,Freedom Unlimited,Freedom Unlimited,1.5,107.67,True,107.67,0.0
2025-10-15,Merck Wp 75 Cafe,4.24,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 75 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,12.72,True,12.72,0.0
2025-10-15,Offer:etsy,-1.22,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Offer:etsy,Chase Sapphire,Freedom Unlimited,1.5,-1.22,False,-1.83,0.0
2025-10-15,Merck Wp 75 Cafe,1.8,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 75 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,5.4,True,5.4,0.0
2025-10-15,Marathon,11.6,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Marathon,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,23.2,False,34.8,11.6
2025-10-13,Acme,17.18,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Acme,Freedom Unlimited,Freedom Unlimited,1.5,25.77,True,25.77,0.0
2025-10-13,Payment Thank You-mobile,-8.47,posted,,,True,,internal transfer,Freedom Flex,2429.0,,,Payment Thank You-mobile,Freedom Flex,Unmatched,1.0,-8.47,False,-8.47,0.0
2025-10-12,Whole Foods,23.02,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Whole Foods,Freedom Unlimited,Freedom Unlimited,1.5,34.53,True,34.53,0.0
2025-10-12,Blondies,165.56,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Blondies,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,496.68,True,496.68,0.0
2025-10-12,Payment Thank You-mobile,-8.47,posted,,,True,,internal transfer,Freedom Flex,2429.0,,,Payment Thank You-mobile,Freedom Flex,Unmatched,1.0,-8.47,False,-8.47,0.0
2025-10-11,Open House,6.48,posted,Gifts,Guilt Free Spending,False,,regular,Freedom Unlimited,1093.0,,,Open House,Freedom Unlimited,Unmatched,1.0,9.72,False,6.48,0.0
2025-10-11,Weis Markets,8.43,posted,Gifts,Guilt Free Spending,False,,regular,Freedom Unlimited,1093.0,,,Weis Markets,Freedom Unlimited,Unmatched,1.0,12.64,False,8.43,0.0
2025-10-11,Dairy Queen,6.67,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dairy Queen,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,20.01,True,20.01,0.0
2025-10-11,Cafe Walnut,22.72,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Cafe Walnut,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,68.16,True,68.16,0.0
2025-10-11,American,245.97,posted,Travel & Vacation,,True,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,American,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,491.94,True,491.94,0.0
2025-10-11,Lukoil,38.94,posted,Car/Gas,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Lukoil,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,77.88,True,77.88,0.0
2025-10-10,"Etsy, Inc",12.19,posted,Gifts,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,"Etsy, Inc",Chase Sapphire,Unmatched,1.0,12.19,False,12.19,0.0
2025-10-10,"Etsy, Inc",21.68,posted,Gifts,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,"Etsy, Inc",Chase Sapphire,Unmatched,1.0,21.68,False,21.68,0.0
2025-10-10,Cvs,5.9,posted,Home Improvement,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Cvs,Chase Sapphire,Unmatched,1.0,5.9,False,5.9,0.0
2025-10-10,Amazon.com,45.77,posted,Subscriptions,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,Whey Protein,Amazon.com,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Freedom Unlimited,1.5,45.77,False,68.66,22.89
2025-10-10,Amazon Mktpl,148.3,posted,Gifts,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Amazon Mktpl,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Unmatched,1.0,148.3,False,148.3,0.0
2025-10-09,Honeygrow,12.29,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Honeygrow,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,36.87,True,36.87,0.0
2025-10-09,Schmear It - 12th St,1.38,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Schmear It - 12th St,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,4.14,True,4.14,0.0
2025-10-08,Pmusa 281018 Lower Mer,0.85,posted,Car/Gas,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Pmusa 281018 Lower Mer,Freedom Unlimited,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,1.27,False,1.7,0.43
2025-10-08,Acme,17.57,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Acme,Freedom Unlimited,Freedom Unlimited,1.5,26.36,True,26.36,0.0
2025-10-07,Merck Wp 53 Cafe,8.6,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,25.8,True,25.8,0.0
2025-10-06,Payment Thank You-mobile,-573.07,posted,,,True,,internal transfer,Freedom Unlimited,1093.0,,,Payment Thank You-mobile,Freedom Unlimited,Unmatched,1.0,-859.61,False,-573.07,286.54
2025-10-06,Septa,2.9,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Septa,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,5.8,True,5.8,0.0
2025-10-05,Netflix,8.47,posted,Subscriptions,Standard of Living,False,,regular,Freedom Flex,2429.0,,Netflix,Netflix,Freedom Flex,Freedom Unlimited,1.5,8.47,False,12.71,4.24
2025-10-04,Trader Joe's,73.36,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Trader Joe's,Freedom Unlimited,Freedom Unlimited,1.5,110.04,True,110.04,0.0
2025-10-04,Pecoenergyb,84.5,posted,Rent/Utilities,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Pecoenergyb,Freedom Unlimited,Freedom Unlimited,1.5,126.75,True,126.75,0.0
2025-10-04,Tenth Street Hardware,-17.27,posted,Home Improvement,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tenth Street Hardware,Chase Sapphire,Unmatched,1.0,-17.27,False,-17.27,0.0
2025-10-04,Tenth Street Hardware,17.27,posted,Home Improvement,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tenth Street Hardware,Chase Sapphire,Unmatched,1.0,17.27,False,17.27,0.0
2025-10-04,Tenth Street Hardware,23.74,posted,Home Improvement,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Tenth Street Hardware,Chase Sapphire,Unmatched,1.0,23.74,False,23.74,0.0
2025-10-04,Schmear It - 12th St,14.31,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Schmear It - 12th St,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,42.93,True,42.93,0.0
2025-10-03,Halal King Gyro,9.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Halal King Gyro,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,27.0,True,27.0,0.0
2025-10-03,Whole Foods,76.01,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Whole Foods,Chase Sapphire,Freedom Unlimited,1.5,76.01,False,114.02,38.01
2025-10-02,Moms Of Center City,3.66,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Moms Of Center City,Freedom Unlimited,Freedom Unlimited,1.5,5.49,True,5.49,0.0
2025-10-02,Schmear It - 12th St,5.35,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Schmear It - 12th St,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.05,True,16.05,0.0
2025-10-02,Honeygrow,12.29,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Honeygrow,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,36.87,True,36.87,0.0
2025-10-01,Costco,69.31,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Costco Membership,Costco,Chase Sapphire,Freedom Unlimited,1.5,69.31,False,103.96,34.65
2025-09-30,Merck Wp 53 Cafe,7.2,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Merck Wp 53 Cafe,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,21.6,True,21.6,0.0
2025-09-30,Starbucks,-0.92,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,-2.76,True,-2.76,0.0
2025-09-30,Marathon,33.18,posted,Car/Gas,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Marathon,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,66.36,True,66.36,0.0
2025-09-29,Youtube Tv,87.97,posted,Subscriptions,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,Youtube Tv,Youtube Tv,Freedom Unlimited,Freedom Unlimited,1.5,131.95,True,131.95,0.0
2025-09-28,Whole Foods,14.73,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Whole Foods,Freedom Unlimited,Freedom Unlimited,1.5,22.09,True,22.1,0.01
2025-09-28,Acme,32.82,posted,Groceries,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Acme,Freedom Unlimited,Freedom Unlimited,1.5,49.23,True,49.23,0.0
2025-09-27,Philly Bagels - Locu,4.86,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Philly Bagels - Locu,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,14.58,True,14.58,0.0
2025-09-27,Elixr Coffee,5.83,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Elixr Coffee,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,17.49,True,17.49,0.0
2025-09-27,Iovine Brothers Pro,7.07,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Iovine Brothers Pro,Chase Sapphire,Freedom Unlimited,1.5,7.07,False,10.6,3.53
2025-09-26,Amazon.com*439nf68v3,37.78,posted,Shops,Guilt Free Spending,False,,regular,Freedom Unlimited,1093.0,,,Amazon.com*439nf68v3,Freedom Unlimited,Freedom Unlimited,1.5,56.67,True,56.67,0.0
2025-09-26,Adobe,12.71,posted,Subscriptions,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,Adobe San Jose Usa,Adobe,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Freedom Unlimited,1.5,12.71,False,19.07,6.36
2025-09-26,"Online Payment, Thank You",-2598.38,posted,,,True,,internal transfer,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,"Online Payment, Thank You",Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Unmatched,1.0,-2598.38,False,-2598.38,0.0
2025-09-25,Starbucks,30.78,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Starbucks,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,92.34,True,92.34,0.0
2025-09-25,Photolounge Photo Lab,8.0,posted,Subscriptions,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,Photolounge Photo Lab Philadelphia Usa,Photolounge Photo Lab,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Freedom Unlimited,1.5,8.0,False,12.0,4.0
2025-09-25,Sp Brooklinen,49.63,posted,Home Improvement,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Sp Brooklinen,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Unmatched,1.0,49.63,False,49.63,0.0
2025-09-22,Whole Foods,8.36,posted,Groceries,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Whole Foods,Chase Sapphire,Freedom Unlimited,1.5,8.36,False,12.54,4.18
2025-09-21,Payment Thank You-mobile,-571.71,posted,,,True,,internal transfer,Chase Sapphire,6143.0,,,Payment Thank You-mobile,Chase Sapphire,Unmatched,1.0,-571.71,False,-571.71,0.0
2025-09-21,Wawa,8.69,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Wawa,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,26.07,True,26.07,0.0
2025-09-21,Glf*mainlandgolf,74.0,posted,Recreation,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Glf*mainlandgolf,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Freedom Unlimited,1.5,74.0,False,111.0,37.0
2025-09-21,1-900-ice-cream,6.5,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,1-900-ice-cream,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,13.0,False,19.5,6.5
2025-09-20,Subaru Park,30.0,posted,Car/Gas,Standard of Living,False,,regular,Freedom Unlimited,1093.0,,,Subaru Park,Freedom Unlimited,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,45.0,False,60.0,15.0
2025-09-20,Dd *mercato,44.92,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dd *mercato,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,134.76,True,134.76,0.0
2025-09-20,Amk Subaru Park Conc,16.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Amk Subaru Park Conc,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,32.0,False,48.0,16.0
2025-09-19,Apple.com-bill,2.99,posted,Subscriptions,Standard of Living,False,,regular,Chase Sapphire,6143.0,,Apple Storage,Apple.com-bill,Chase Sapphire,Chase Sapphire,3.0,8.97,True,8.97,0.0
2025-09-17,Schmear It - 12th St,5.35,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Schmear It - 12th St,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,16.05,True,16.05,0.0
2025-09-17,Acme,15.47,posted,Groceries,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Acme,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Freedom Unlimited,1.5,15.47,False,23.2,7.73
2025-09-15,Dunkin' Donuts,4.58,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Dunkin' Donuts,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,13.74,True,13.74,0.0
2025-09-15,Weis Markets,10.0,posted,Gifts,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Weis Markets,Chase Sapphire,Unmatched,1.0,10.0,False,10.0,0.0
2025-09-15,Uber,34.98,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Uber,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,69.96,True,69.96,0.0
2025-09-15,Marathon,30.98,posted,Car/Gas,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Marathon,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,61.96,True,61.96,0.0
2025-09-14,Mcdonald's,19.74,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Mcdonald's,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,59.22,True,59.22,0.0
2025-09-14,The Shambles,18.9,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,The Shambles,Chase Sapphire,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,56.7,True,56.7,0.0
2025-09-14,Swa Inflight Wifi,8.0,posted,Shops,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Swa Inflight Wifi,Chase Sapphire,Freedom Unlimited,1.5,8.0,False,12.0,4.0
2025-09-14,Canyon Trading Ii,15.45,posted,Shops,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Canyon Trading Ii,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,Freedom Unlimited,1.5,15.45,False,23.17,7.72
2025-09-14,Southwes Txname: Briglia-andrew Domenic Depart:09-14-2025 Den To Phl: Wn: Class:y : Stop:,35.0,posted,Travel & Vacation,,True,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Southwes Txname: Briglia-andrew Domenic Depart:09-14-2025 Den To Phl: Wn: Class:y : Stop:,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,70.0,True,70.0,0.0
2025-09-14,The Frothy Cup Llc,12.58,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,The Frothy Cup Llc,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,25.16,False,37.74,12.58
2025-09-14,Conoco,24.99,posted,Car/Gas,Standard of Living,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Conoco,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,49.98,True,49.98,0.0
2025-09-13,Uber,31.91,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Chase Sapphire,6143.0,,,Uber,Chase Sapphire,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,63.82,True,63.82,0.0
2025-09-13,Cecilias,18.33,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Cecilias,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,36.66,False,54.99,18.33
2025-09-13,Haywood Cafe,54.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Haywood Cafe,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,108.0,False,162.0,54.0
2025-09-13,Rmu Retail Llc,29.85,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Rmu Retail Llc,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,59.7,False,89.55,29.85
2025-09-13,Cecilias,20.0,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Cecilias,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,40.0,False,60.0,20.0
2025-09-13,The Golden Mill,24.09,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,The Golden Mill,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,48.18,False,72.27,24.09
2025-09-12,Payment Thank You-mobile,-19.07,posted,,,True,,internal transfer,Freedom Flex,2429.0,,,Payment Thank You-mobile,Freedom Flex,Unmatched,1.0,-19.07,False,-19.07,0.0
2025-09-12,Breckenrid* Oktoberfes,20.0,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Breckenrid* Oktoberfes,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,40.0,True,40.0,0.0
2025-09-12,Lyft,46.43,posted,Ubers/Septa,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Lyft,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®",2.0,92.86,True,92.86,0.0
2025-09-12,Chick-fil-a,12.99,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Chick-fil-a,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,25.98,False,38.97,12.99
2025-09-11,Ptc Ez Pass Auto Re,50.0,posted,Car/Gas,Standard of Living,False,,regular,Chase Sapphire,6143.0,,,Ptc Ez Pass Auto Re,Chase Sapphire,CitiÂ®/AAdvantageÂ® Platinum SelectÂ® World Elite MastercardÂ®,2.0,50.0,False,100.0,50.0
2025-09-11,Habitat Restaurant,5.25,posted,Restaurants & Bars,Guilt Free Spending,False,,regular,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,,,Habitat Restaurant,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,"Chase Sapphire, Freedom Unlimited, Freedom Flex",3.0,10.5,False,15.75,5.25
