"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2025-03-27","Schmear It - 12th St",4.86,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-27","Cavanaughs Ritten House",13,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-27","Claire Boylan ""wifi""",33.1,"posted","Rent/Utilities","Standard of Living",false,,"regular","Personal Profile",,,"Wifi Monthly"
"2025-03-26","Interest Paid",-0.04,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2025-03-26","Tax Withheld",0.01,"posted","",,true,,"regular","Usaa Classic Checking","6726",,""
"2025-03-26","Venmo",9,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-26","Olo*118 Honeygrow",13.17,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-26","Amazon.com*l89vj9pt3",67.5,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-25","Medium Monthly",3.75,"posted","Subscriptions","Standard of Living",false,,"regular","Freedom Unlimited","1093",,"Medium Monthly"
"2025-03-25","Spo*bagels&comidtown",5.34,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-25","Irfan Ali ""halal""",9,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-24","Acme",6.18,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-03-23","Wawa",6.74,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-23","Alpha Phlyte Fitness W",25,"posted","Recreation","Guilt Free Spending",false,,"regular","Freedom Flex","2429",,""
"2025-03-22","Wawa",4.66,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-22","Wawa",0.28,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-21","Chase Credit Crd",922.83,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-21","Talula S Garden",9.1,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-21","Whole Foods",32.39,"posted","Gifts","Guilt Free Spending",false,,"regular","Freedom Flex","2429",,""
"2025-03-21","Sunoco",35.41,"posted","Car/Gas","Standard of Living",false,,"regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-03-20","Merck Sharp And Direct Dep",-2537.26,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2025-03-20","Payment Thank You-mobile",-922.83,"posted","",,true,,"internal transfer","Chase Sapphire","6143",,""
"2025-03-20","Septa",2.5,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-19","Venmo",100,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-19","Schmear It - 12th St",4.86,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-19","Fado Irish Pub - Phi",7.6,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-19","Apple.com-bill",2.99,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Apple Storage"
"2025-03-18","Venmo",-33,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-18","Capital One",500,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-18","Schmear It - 12th St",4.86,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-18","Usaa Federal Savings Bank",6000,"posted","",,true,,"internal transfer","360 Performance Savings","9870",,""
"2025-03-18","Gerry Makoid ""this Is The Year - Aeros 2025 5x Brackets""",100,"posted","Entertainment","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-17","Usaa Funds Transfer Db",35,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-17","Citi Card Online Payment",336.97,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-17","Schwab Brokerage Moneylink",591.6,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-17","Philadelphia Sports Leag",49.95,"posted","Recreation","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-17","Fitness Your Way",29,"posted","Gym","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2025-03-17","Usaa Federal Savings Bank",-500,"posted","",,true,,"internal transfer","360 Performance Savings","9870",,""
"2025-03-17","Standard",33,"posted","",,true,,"internal transfer","Personal Profile",,,""
"2025-03-16","Trader Joe's",82.12,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-03-16","Acme",19.45,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-03-15","Schmear It - 12th St",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-15","Moriartys Restauran",24.38,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-15","Brownies Irish Pub",18.4,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-15","Moriartys Restauran",16,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-15","Sebastian Echegaray ""🥛 👦""",-33,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-14","City Fitness Abc Club Fees",42.5,"posted","Gym","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,"City Fitness Abc Club Fees"
"2025-03-14","Schwab Brokerage Moneylink",4000,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-14","Capital One",3000,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-14","Br Factory Us",6.49,"posted","Clothing","Guilt Free Spending",false,,"regular","Freedom Unlimited","1093",,""
"2025-03-14","Milkboy - Philadelph",65.18,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-14","Online Payment, Thank You",-336.97,"posted","",,true,,"internal transfer","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-03-13","Venmo",8,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-13","Chase Credit Crd",306.61,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-13","Apple.com-bill",10.59,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"AppleTV"
"2025-03-13","Usaa Federal Savings Bank",-3000,"posted","",,true,,"internal transfer","360 Performance Savings","9870",,""
"2025-03-12","Merck Sharp And Direct Dep",-7551.38,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2025-03-12","Schwab Brokerage Moneylink",200,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-12","The Fillmore Philadelp",39,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-12","Uber",14.95,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-12","Payment Thank You-mobile",-306.61,"posted","",,true,,"internal transfer","Freedom Flex","2429",,""
"2025-03-12","Irfan Ali ""chicken Over Rice""",8,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-11","Tez*fitler Club",29.55,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-10","Venmo",43.33,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-10","Venmo",15,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-10","Venmo",19,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-10","Usaa Funds Transfer Db",70,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-10","Venmo",8,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-10","Venmo",8,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-10","Americanaal50",270.9,"posted","Travel & Vacation",,true,"Italy Vacation","regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-03-10","American",43.41,"posted","Travel & Vacation",,true,"Italy Vacation","regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-03-09","Uber",13.92,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-09","Talula S Garden",14.04,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-09","Acme",31.81,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-03-09","T.j. Maxx",22.66,"posted","Shops","Guilt Free Spending",false,,"regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-03-09","Emily Boylan ""arizona 🌵""",19,"posted","Entertainment","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-09","Sean Lazaro ""mcgillans""",15,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-09","Claire Boylan ""michelob 🍺""",8,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-08","Uber",13.96,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-08","Starbucks",4.27,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-08","Lyft",13.15,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-08","Sean Lazaro ""boozy Brunch 😄""",43.33,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-08","Claire Boylan ""cash Money Records""",8,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Personal Profile",,,""
"2025-03-07","Venmo",8.5,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-07","Schmear It - 12th St",11.14,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-07","Schwab Brokerage",1790,"posted","",,true,,"regular","360 Performance Savings","9870",,""
"2025-03-07","Sebastian Echegaray ""big Beans""",8.5,"posted","Groceries","Standard of Living",false,,"regular","Personal Profile",,,""
"2025-03-06","Merck Sharp And Direct Dep",-2537.26,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2025-03-06","Moms Of Center City",2.52,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-03-05","Venmo",-1426.38,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-04","Peco Energy Comp Billpay *********** Com",111.38,"posted","",,true,,"regular","Usaa Classic Checking","6726",,""
"2025-03-04","Peco Energy Comp Billpay *********** Com",111.39,"posted","Rent/Utilities","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,""
"2025-03-04","Netflix",19.07,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Netflix"
"2025-03-04","Merck Wp 53 Cafe",7.02,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-04","Standard",1426.38,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-04","Claire Boylan ""feb ⚡""",-111.38,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-04","Claire Boylan ""3""",-1250,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-03","Citi Card Online Payment",108.88,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-03","Paypal",1400,"posted","Rent/Utilities","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,"Rent"
"2025-03-03","Venmo",-157.18,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-03","Venmo",40,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-03-03","Paypal",1250,"posted","",,true,,"regular","Usaa Classic Checking","6726",,""
"2025-03-03","Acme",7.21,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2025-03-03","Honeygrow",13.17,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-03","Schmear It - 12th St",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-02","The Dandelion",125.28,"posted","",,true,,"regular","Chase Sapphire","6143",,""
"2025-03-02","The Dandelion",27,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-02","Online Payment, Thank You",-108.88,"posted","",,true,,"internal transfer","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-03-02","Sebastian Echegaray ""sunflower""",-24,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-02","Ethan Strauther ""dandelion""",-16,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-02","Shelby Gammon ""dandelion""",-27,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-02","Andy Lowe ""brunch""",-61.2,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-02","Andy Lowe ""tax""",-3,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-02","Standard",157.18,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-02","Jack Davis ""brunch""",-25,"posted","",,true,,"regular","Personal Profile",,,""
"2025-03-01","Top Tomato",22.12,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-01","Gsuite_sportsd",4.95,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2025-03-01","Top Tomato",18.99,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-03-01","Danny Conlon ""youtube Tv""",-22,"posted","Subscriptions","Standard of Living",false,,"regular","Personal Profile",,,""
"2025-03-01","Justin Bradley ""youtube Tv""",-21.99,"posted","Subscriptions","Standard of Living",false,,"regular","Personal Profile",,,""
"2025-03-01","Connor Kilcoyne ""youtube Tv""",-21.99,"posted","Subscriptions","Standard of Living",false,,"regular","Personal Profile",,,""
"2025-02-28","City Fitness Abc Club Fees",42.5,"posted","Gym","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,"City Fitness Abc Club Fees"
"2025-02-28","Venmo",-67,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-28","Puttshack - Philadel",42.2,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-28","Lsu Jose Pistolas",38.47,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-28","Schmear It - 12th St",10.69,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-28","Youtube Tv",87.97,"posted","Subscriptions","Standard of Living",false,,"regular","Freedom Flex","2429",,"Youtube Tv"
"2025-02-28","Acme",17.27,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-02-28","Monthly Interest Paid",-33.34,"posted","",,true,,"income","360 Performance Savings","9870",,""
"2025-02-28","Claire Boylan ""🧀 🍰 🏭""",40,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-27","Halal King Gyro",9,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-27","Amazon Mktpl*2q8bd",7.41,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-27","Good Karma Cafe",5.32,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-27","Shelby Gammon ""fado""",-17,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-27","Standard",67,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-27","Ryan Fasco ""trivia""",-12,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-27","Danny Conlon ""fados""",-38,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-26","Tax Withheld",0.01,"posted","",,true,,"regular","Usaa Classic Checking","6726",,""
"2025-02-26","Interest Paid",-0.06,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2025-02-26","Fado Irish Pub - Phi",106.26,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-26","Merck Wp 53 Coffee",8.64,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-26","Merck Wp 53 Cafe",1.08,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-26","Marathon",10.96,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-02-24","Venmo",25,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-24","Open House",57.24,"posted","Shops","Guilt Free Spending",false,,"regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-02-23","Good Karma Cafe",25.22,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-23","Claire Boylan ""tjx""",25,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-22","Knead Bagels",27.68,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-22","Trader Joe's",23.87,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-02-21","Chase Credit Crd",3193.57,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-21","Usaa Funds Transfer Db",161.58,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-21","Citi Card Online Payment",83.24,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-21","Venmo",18,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-21","American Phoenix Azname: Briglia-andrew Depart:07-03-2025 Phl To Fco: Aa: Class:y : Stop: X",5.6,"posted","Travel & Vacation",,true,,"regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-02-21","Justin Bradley ""beers""",18,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-20","Venmo",33.1,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-20","Merck Sharp And Direct Dep",-2537.26,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2025-02-20","Csfloat Csfloat",-7.91,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-20","Microsoft 365",74.19,"posted","Subscriptions","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,"Microsoft 365"
"2025-02-20","Merck Wp 53 Cafe",6.86,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-20","Payment Thank You-mobile",-3193.57,"posted","",,true,,"internal transfer","Chase Sapphire","6143",,""
"2025-02-20","Turbotax",-20,"posted","Misc",,false,,"regular","Freedom Flex","2429",,""
"2025-02-20","Online Payment, Thank You",-83.24,"posted","",,true,,"internal transfer","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-02-20","Sunoco",35.08,"posted","Car/Gas","Standard of Living",false,,"regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-02-19","Capital One",350,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-19","Irs Usataxpymt",379,"posted","Misc",,false,,"regular","Usaa Classic Checking","6726",,""
"2025-02-19","Commwlthofpapath Paindivltx",94,"posted","Misc",,false,,"regular","Usaa Classic Checking","6726",,""
"2025-02-19","Apple.com-bill",2.99,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Apple Storage"
"2025-02-19","6873 City Fitness",27.25,"posted","Gym","Standard of Living",false,,"regular","Chase Sapphire","6143",,"6873 City Fitness"
"2025-02-19","Schmear It - 12th St",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-19","Claire Boylan ""wifi""",33.1,"posted","Rent/Utilities","Standard of Living",false,,"regular","Personal Profile",,,"Wifi Monthly"
"2025-02-18","Atm Rebate",-3.5,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-18","(PNC) Frankie Bradley’s ATM",103.5,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Usaa Classic Checking","6726",,""
"2025-02-18","Schwab Brokerage Moneylink",542,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-18","Venmo",20,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-18","Signup *independencebluec",69.9,"posted","Recreation","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-18","Good Karma Cafe",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-18","Usaa Federal Savings Bank",-350,"posted","",,true,"Savings Account","internal transfer","360 Performance Savings","9870",,""
"2025-02-17","Fitness Your Way",29,"posted","Gym","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Fitness Your Way"
"2025-02-17","Amazon Mktplace",-19.99,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-17","Landis Supermarket",1.27,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-17","Libby Blewitt ""moriarty’s Minus Cover""",20,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-16","Turbotax",135.68,"posted","Misc",,false,,"regular","Freedom Flex","2429",,""
"2025-02-16","Moms Of Center City",27.49,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-02-14","Chase Credit Crd",460.49,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-14","J?aime French Cafe",29.3,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-14","Wine And Spirits",34.98,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-14","Mercato",200,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-13","Fd Sptsbk Casino Viatrustly",-9.61,"posted","Entertainment","Guilt Free Spending",false,,"regular","Usaa Classic Checking","6726",,""
"2025-02-13","Merck Wp 53 Cafe",0.25,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-13","Merck Wp 53 Cafe",7.02,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-13","Amazon.com*so8ta1um3",65.14,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,"Whey Protein"
"2025-02-13","Edmonds Eye Associates",10,"posted","Health Care","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2025-02-13","Apple.com-bill",10.59,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"AppleTV"
"2025-02-13","Acme",13.88,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2025-02-13","Payment Thank You-mobile",-460.49,"posted","",,true,,"internal transfer","Freedom Flex","2429",,""
"2025-02-12","Venmo",-100,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-12","Cvs",19.91,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-12","Open House",70.05,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-12","Cvs",2.72,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-12","Photoprint Onl Deposit",3.42,"posted","",,true,,"internal transfer","Chase Sapphire","6143",,""
"2025-02-12","Cedrones Flowers Llc",54,"posted","Gifts","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-12","Standard",100,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-12","Claire Boylan ""cosstttccoo""",-95,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-11","Fd Sptsbk Casino Viatrustly",-51.79,"posted","Entertainment","Guilt Free Spending",false,,"regular","Usaa Classic Checking","6726",,""
"2025-02-11","Fd Sptsbk Casino Viatrustly",-20,"posted","Entertainment","Guilt Free Spending",false,,"regular","Usaa Classic Checking","6726",,""
"2025-02-11","Courtyard Collegeville",294.8,"posted","Travel & Vacation",,true,,"regular","Chase Sapphire","6143",,""
"2025-02-11","Costco",95,"posted","",,true,,"regular","Chase Sapphire","6143",,""
"2025-02-11","Costco",217.02,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2025-02-10","Venmo",-242.5,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-10","Fd Sptsbk Casino Viatrustly",100,"posted","Entertainment","Guilt Free Spending",false,,"regular","Usaa Classic Checking","6726",,""
"2025-02-10","Venmo",25,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2025-02-10","Wawa",13.9,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-10","Wawa",9.12,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-10","Sp Inquirer Store",53.84,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-10","Lauren Peterson ""cheese(steak) Pls""",15,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-09","Lyft",30.89,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-09","Starbucks",28.66,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-09","Philly Pretzel Fa",44,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Freedom Flex","2429",,""
"2025-02-09","Giant Martins",24.48,"posted","Groceries","Standard of Living",false,,"regular","Freedom Flex","2429",,""
"2025-02-09","Wawa",39.37,"posted","Car/Gas","Standard of Living",false,,"regular","Citi®/AAdvantage® Platinum Select® World Elite Mastercard®","9985",,""
"2025-02-09","Nick Andreyko ""birds Shirt!""",-15,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-09","Danny Conlon ""square Up""",25,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-09","Lauren Peterson ""football Bet""",-5,"posted","",,true,,"regular","Personal Profile",,,""
"2025-02-08","Chick-fil-a",48.76,"posted","Gifts","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-08","Chick-fil-a",6.89,"posted","Gifts","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-08","Wegmans",8.98,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2025-02-08","Chick-fil-a",23.76,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
