"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2024-05-31","Monthly Interest Paid",-36.2,"posted","",,true,,"income","360 Performance Savings","9870",,""
"2024-05-30","Venmo",25.49,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-30","Merck Sharp And Direct Dep",-2112.29,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2024-05-30","Citibank, N.a. Payment",12.93,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-30","Marathon",39.3,"posted","Car/Gas","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-30","Merck Wp 53 Cafe",2.36,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-30","Merck Wp 53 Cafe",1.44,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-29","Notion Labs, Inc",10.6,"posted","Sports Data Now",,true,,"regular","Ink Business Unlimited SM","2052",,""
"2024-05-29","Google Google_youtube",77.37,"posted","Subscriptions","Standard of Living",false,"Recurring","regular","Chase Sapphire","6143",,""
"2024-05-29","Merck Wp 53 Cafe",1.87,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-29","Merck Wp 53 Cafe",6.99,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-29","Justin Bradley ""bradley Bunch""",25.49,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-28","Venmo",-70,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-28","Venmo",151,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-28","Venmo",-44.32,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-28","Venmo",-19.52,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-27","Adobe",13.77,"posted","Sports Data Now",,true,,"regular","Ink Business Unlimited SM","2052",,""
"2024-05-27","Philly Bagels - Fitz",18,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-27","Ptc Ez Pass Auto Re",50,"posted","Car/Gas","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-27","Sofia Gonzalez ""young Miko 🕺🎤 🇵🇷""",151,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-27","Standard Transfer To Usaa Federal Savings Bank Personal Checking (••6726)",70,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-26","Lyft",9.99,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-26","Fsp*westover Golf Club Lt",140,"posted","Recreation","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-26","Ic* Instacart",53.15,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-26","Wawa",15.52,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-26","Lyft",9.67,"posted","Ubers/Septa","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-26","Gerry Makoid ""🍕""",-44.32,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-26","Standard Transfer To Usaa Federal Savings Bank Personal Checking (••6726)",44.32,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-26","Connor Kilcoyne ""golf ⛳️""",-70,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-25","Philly Bagels - Fitz",15.63,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-25","Chick-fil-a",28.14,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-25","Camden County",10,"posted","Recreation","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-25","Balance Transfer From @sportsdatanow",-19.52,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-25","Standard Transfer To Usaa Federal Savings Bank Personal Checking (••6726)",19.52,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-24","Tax Withheld",0.02,"posted","",,true,,"regular","Usaa Classic Checking","6726",,""
"2024-05-24","Interest Paid",-0.07,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2024-05-24","Morgan's Pier",22,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-24","Morgan's Pier",22,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-23","Venmo",-28.95,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-23","Venmo",-86,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-23","Schmear It - 12th St",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-22","Canteen Vending",1.1,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-22","Merck Wp 53 Cafe",8.47,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-22","Merck Wp 53 Cafe",1.87,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-22","Ryan Fasco ""founding Fathers""",-24,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-22","Danny Conlon ""founding Fathers""",-24,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-22","Balance Transfer From @sportsdatanow",-28.95,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-22","Standard Transfer To Usaa Federal Savings Bank Personal Checking (••6726)",86,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-22","Standard Transfer To Usaa Federal Savings Bank Personal Checking (••6726)",28.95,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-21","Venmo",1250,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-21","Chase Credit Crd",2832.54,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-21","Usaa Funds Transfer Db",161.58,"posted","",,true,"Loan","internal transfer","Usaa Classic Checking","6726",,""
"2024-05-21","Venmo",23.33,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-21","Merck Wp 53 Cafe",1.87,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-21","Marathon",31.93,"posted","Car/Gas","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-21","Merck Wp 53 Cafe",7.02,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-21","Founding Fathers",74,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-21","Phs Pop Up Garden So",24.76,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-21","Erin Cannon ""devils Alley!""",-21,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-21","Emily Earley ""gno""",-17,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-20","Venmo",15,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-20","Payment Thank You-mobile",-75.59,"posted","",,true,,"internal transfer","Ink Business Unlimited SM","2052",,""
"2024-05-20","Payment To Chase Card",75.59,"posted","",,true,,"internal transfer","SDN BIZ CHECKING","1996",,""
"2024-05-20","Online Realtime Transfer To 360 Performance Savings 9870 Reference#:",5000,"posted","",,true,,"internal transfer","SDN BIZ CHECKING","1996",,""
"2024-05-20","Payment Thank You",-2832.54,"posted","",,true,,"internal transfer","Chase Sapphire","6143",,""
"2024-05-20","Sports Data Now Llc",-5000,"posted","",,true,,"regular","360 Performance Savings","9870",,""
"2024-05-20","Justin Bradley ""may Wifi""",23.33,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-20","Claire Boylan ""deposit 💨 🪄""",1250,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-19","Apple.com-bill",2.99,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Apple Storage"
"2024-05-19","Target",7.77,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-19","Bryson Ericke ""one Too Many Shanks! 🏌️""",15,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-18","Framer.com",20,"posted","Sports Data Now",,true,,"regular","Ink Business Unlimited SM","2052",,""
"2024-05-18","Devil's Alley",108.12,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-18","Wawa",15.74,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-18","Tapster - Philadelph",9,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-18","Glf*mainlandgolf",69,"posted","Recreation","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-17","Contribution",-325.76,"posted","",,true,,"internal transfer","Merck U.s. Savings Plan","74821",,""
"2024-05-17","Randazzos Pizza",12.72,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-16","Merck Sharp And Direct Dep",-2069.03,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2024-05-16","Venmo",-56.89,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-16","Trader Joe's",70.44,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-15","Usaa Loan Payment",310.3,"posted","Loans","Standard of Living",false,"Loan","regular","Usaa Classic Checking","6726",,""
"2024-05-15","Capital One",200,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-15","Schwab Brokerage Moneylink",500,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-15","Schmear It - 12th St",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-15","Glf*golfnowreservation",9.96,"posted","Recreation","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-15","Lemonade Insurance",108,"posted","Rent/Utilities","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-15","Standard Transfer To Usaa Federal Savings Bank Personal Checking (••6726)",56.89,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-15","Claire Boylan ""insured 🫡""",-54,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-14","Merck Wp 53 Cafe",7.02,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-14","Merck Wp 53 Cafe",1.74,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-14","Target",12.96,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-14","Merck Wp 53 Cafe",8.4,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-14","Merck Wp 37 Cart",1.2,"posted","",,true,,"internal transfer","Chase Sapphire","6143",,""
"2024-05-14","Usaa Federal Savings Bank",-200,"posted","",,true,,"internal transfer","360 Performance Savings","9870",,""
"2024-05-13","Venmo",40,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-12","Wawa",37.64,"posted","Car/Gas","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-11","Walgreens",7.55,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-11","Avanda Flowers",64.8,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-11","Danny Conlon ""sidecar""",40,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-10","Zg * Rentapplication",35,"posted","Rent/Utilities","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-09","Capital One",2000,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-09","Schmear It - 12th St",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-09","Honeygrow",12.02,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-08","Xsolla Faceit",31.79,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-08","Merck Wp 53 Cafe",1.44,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-08","Canteen Vending",1.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-08","Merck Wp 53 Cafe",6.14,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-08","Usaa Federal Savings Bank",-2000,"posted","",,true,,"internal transfer","360 Performance Savings","9870",,""
"2024-05-07","Jpmorgan Chase Ext Trnsfr",-3000,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-07","Olo 118 Honeygrow",12.02,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-07","Danny Conlon ""peco""",24.33,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-06","Pgwpay Utility",55.84,"posted","Rent/Utilities","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,""
"2024-05-06","Venmo",-194.14,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-06","Venmo",5,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-05-06","Trader Joe's",43.37,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-06","Taylor Mazeski ""happy Bday 🥳""",10,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-05","Chatgpt Subscription",21.2,"posted","Sports Data Now",,true,,"regular","Ink Business Unlimited SM","2052",,"ChatGPT"
"2024-05-05","Ymca",43,"posted","Gym","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Ymca"
"2024-05-04","Online Transfer  Usaa Federal Savings Bank #####6726 Transaction #:",3000,"posted","",,true,,"internal transfer","SDN BIZ CHECKING","1996",,""
"2024-05-04","Barber On 24th",43.55,"posted","Personal Care","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-04","Netflix",16.42,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Netflix"
"2024-05-04","Danny Conlon ""april Gas Bill""",-18.61,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-04","Justin Bradley ""april Gas Bill""",-18.61,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-04","Standard Transfer To Usaa Federal Savings Bank Personal Checking (••6726)",194.14,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-04","Martin Worgan ""haircut Ty!""",5,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-03","Contribution",-325.76,"posted","",,true,,"internal transfer","Merck U.s. Savings Plan","74821",,""
"2024-05-03","Best Buy",74.51,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-03","Best Buy",107.99,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-03","Acme",26.81,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-05-03","Justin Bradley ""wooder Bill""",-23.31,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-02","Paypal",1178.93,"posted","Rent/Utilities","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,"Paypal"
"2024-05-02","Merck Sharp And Direct Dep",-2069.04,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2024-05-02","Commwlthofpapath Orig Desc Date:231130 Co Entry Descr:pastsaletxsec:web Trace#::240502 Ind Ind Name:sports Data Now Llc Txp405 *sls *240331*t* *1*r* *202405 501*5613\ Business Tax Trn: 1237859890tc",0.85,"posted","",,true,,"internal transfer","SDN BIZ CHECKING","1996",,""
"2024-05-02","Aws",120.56,"posted","Sports Data Now",,true,,"regular","SDN BIZ CHECKING","1996",,""
"2024-05-02","Schmear It - 12th St",5.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-02","Danny Conlon ""wooder Bill""",-23.31,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-01","Gsuite_sportsd",30.02,"posted","Subscriptions","Standard of Living",false,,"regular","Ink Business Unlimited SM","2052",,""
"2024-05-01","Merck Wp 53 Cafe",1.87,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-01","Merck Wp 53 Cafe",5.1,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-01","Canteen Vending",1.35,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-05-01","Danny Conlon ""founding Fathers""",-35,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-01","Ryan Fasco ""founding Fathers""",-39.5,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-01","Danny Conlon ""youtube Tv""",-19.34,"posted","",,true,,"regular","Personal Profile",,,""
"2024-05-01","Kate Mcassey ""thanks For Supporting My Betting""",-10,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-30","Payroll Orig Desc Date:240430 Co Entry Descr:payroll Sec:ccd Trace#::240430 Ind Ind Name:sports Data Now Trn: Tc",35.32,"posted","Sports Data Now",,true,,"regular","SDN BIZ CHECKING","1996",,""
"2024-04-30","Payroll Orig Desc Date:240430 Co Entry Descr:payroll Sec:ccd Trace#::240430 Ind Ind Name:sports Data Now Trn: Tc",200,"posted","Sports Data Now",,true,,"regular","SDN BIZ CHECKING","1996",,""
"2024-04-30","Payroll Orig Desc Date:240430 Co Entry Descr:payroll Sec:ccd Trace#::240430 Ind Ind Name:sports Data Now Trn: Tc",79.59,"posted","Sports Data Now",,true,,"regular","SDN BIZ CHECKING","1996",,""
"2024-04-30","Payroll Orig Desc Date:240430 Co Entry Descr:payroll Sec:ccd Trace#::240430 Ind Ind Name:sports Data Now Trn: Tc",111.79,"posted","Sports Data Now",,true,,"regular","SDN BIZ CHECKING","1996",,""
"2024-04-30","Payroll Orig Desc Date:240430 Co Entry Descr:payroll Sec:ccd Trace#::240430 Ind Ind Name:sports Data Now Trn: Tc",58.52,"posted","Sports Data Now",,true,,"regular","SDN BIZ CHECKING","1996",,""
"2024-04-30","Merck Wp 53 Cafe",8.47,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-30","Marathon",34.92,"posted","Car/Gas","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-04-30","Merck Wp 53 Cafe",1.87,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-30","Founding Fathers",138.21,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-30","Monthly Interest Paid",-22.57,"posted","",,true,,"income","360 Performance Savings","9870",,""
"2024-04-30","Justin Bradley ""youtube Tv""",-19.34,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-30","Connor Kilcoyne ""youtube Tv""",-19.34,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-29","Venmo",53.3,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-29","Notion Labs, Inc",10.6,"posted","Sports Data Now",,true,,"regular","Ink Business Unlimited SM","2052",,""
"2024-04-29","Real Time Payment Credit Recd From Aba-contr Bnk From: Bnf-stripe Ref: St-glakwosw5kxwp Info: Text-rmtinf-st-glakwosw5kxwptyxxvtq Sports Data Now, Llc Iid: 20240429121000248p1bzwfc Recd: 09:33:23 Trn: 0262611120gb",-862.97,"posted","",,true,,"internal transfer","SDN BIZ CHECKING","1996",,""
"2024-04-29","Zelle Payment To Jordi",100,"posted","",,true,,"internal transfer","SDN BIZ CHECKING","1996",,""
"2024-04-29","Google Google_youtube",77.37,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-04-29","Target",5.35,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-04-29","Starbucks",-5,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-28","Soltane Cafe",7,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-27","Adobe",13.77,"posted","Sports Data Now",,true,,"regular","Ink Business Unlimited SM","2052",,""
"2024-04-26","Interest Paid",-0.07,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2024-04-26","Tax Withheld",0.02,"posted","",,true,,"regular","Usaa Classic Checking","6726",,""
"2024-04-26","Sofia Gonzalez ""splitwise Shenanigans""",53.3,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-25","Csfloat Inc",1082.6,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-25","Instacart Credit",-15,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-04-24","Venmo",100,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-24","Venmo",127.34,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-24","Just Salad Chestnut",14.03,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-24","Amazon",52.24,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-24","Ic* Instacart",77.99,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-04-23","El Market Puerto Ric",35.67,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-23","Sju Airport Conv Store",16.71,"posted","Shops","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-23","1931 Asian Chao Orient",14.06,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-23","Sofia Gonzalez ""puerto Rico! 🇵🇷""",127.34,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-23","Michael Briglia ""verizon Int’l Plan""",100,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-22","Venmo",6,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-22","Venmo",23.33,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-22","Venmo",35,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-22","Usaa Funds Transfer Db",161.58,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-22","Chase Credit Crd",1370.33,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-22","Mojito Xl",16.84,"posted","Bars & Nightlife","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-21","Payment Thank You-mobile",-269.74,"posted","",,true,,"internal transfer","Ink Business Unlimited SM","2052",,""
"2024-04-21","Payment To Chase Card",269.74,"posted","",,true,,"internal transfer","SDN BIZ CHECKING","1996",,""
"2024-04-21","Cinco Onzas",4.93,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-21","La Factoria",61.55,"posted","Bars & Nightlife","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-21","Payment Thank You-mobile",-1370.33,"posted","",,true,,"internal transfer","Chase Sapphire","6143",,""
"2024-04-21","Justin Bradley ""april Wifi""",23.33,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-20","La Playita",12.65,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-20","Pueblo Plaza Las Amqps",6.69,"posted","Groceries","Standard of Living",false,,"regular","Chase Sapphire","6143",,""
"2024-04-20","La Concha A Renaissance",117.83,"posted","Bars & Nightlife","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-20","Sullivan Enterprise Corpo",27.2,"posted","Bars & Nightlife","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-20","Dd Doordash Baristasq",35.31,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-20","Caldosos Bar And Res",27.75,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-20","Casa Bavaria Restaurant I",1.51,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-19","Venmo",8.75,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-19","Venmo",25,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-19","Venmo",7,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-19","Contribution",-325.76,"posted","",,true,,"internal transfer","Merck U.s. Savings Plan","74821",,""
"2024-04-19","Walgreens",26.51,"posted","Travel & Vacation",,true,,"regular","Chase Sapphire","6143",,""
"2024-04-19","Farmacia Caridad",22.83,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-19","Apple.com-bill",2.99,"posted","Subscriptions","Standard of Living",false,,"regular","Chase Sapphire","6143",,"Apple Storage"
"2024-04-19","Sofia Gonzalez ""starbs""",6,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-19","Emilio Cruz ""party 🚌""",35,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-18","Merck Sharp And Direct Dep",-2069.04,"posted","",,true,,"income","Usaa Classic Checking","6726",,""
"2024-04-18","Framer.com",20,"posted","Sports Data Now",,true,,"regular","Ink Business Unlimited SM","2052",,""
"2024-04-18","Yard House",9.51,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-18","Sofia Gonzalez ""🍻""",25,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-18","Starbucks",7,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-18","Andy Lowe ""it’s Bo Time""",8.75,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-17","Venmo",4,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-17","Tin Roof Raleigh Llc",9.01,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-17","Tin Roof Raleigh Llc",10,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
"2024-04-16","Capital One",200,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-16","Andy Lowe ""bois Bois""",4,"posted","",,true,,"regular","Personal Profile",,,""
"2024-04-15","Usaa Loan Payment",310.3,"posted","Loans","Standard of Living",false,,"regular","Usaa Classic Checking","6726",,""
"2024-04-15","Schwab Brokerage Moneylink",500,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-15","Venmo",20,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-15","Venmo",-33,"posted","",,true,,"internal transfer","Usaa Classic Checking","6726",,""
"2024-04-15","Jubala Coffee",6.52,"posted","Restaurants & Bars","Guilt Free Spending",false,,"regular","Chase Sapphire","6143",,""
